id,female,region,academic_qual,dob,age,numchild
740,0,london,None,1975,16,1
741,1,london,NA,1974,17,1
742,1,london,None,1924,67,0
743,0,london,None,1924,67,0
744,1,london,GCSE/CSE/OLevel,1956,35,1
745,0,london,GCSE/CSE/OLevel,1948,43,2
746,1,london,GCSE/CSE/OLevel,1950,41,2
747,1,london,ALevel,1950,41,0
748,0,london,None,1971,20,0
749,0,london,ALevel,1951,40,0
750,0,london,GCSE/CSE/OLevel,1913,77,0
751,1,london,None,1923,68,0
752,0,london,None,1953,38,0
753,0,london,None,1930,61,0
754,1,london,None,1932,59,0
755,0,london,None,1953,38,0
756,0,london,ALevel,1955,36,1
757,1,london,Degree +,1962,29,1
758,1,london,None,1953,38,2
759,0,london,GCSE/CSE/OLevel,1956,35,2
760,1,london,None,1922,69,0
761,0,london,None,1930,61,0
762,0,london,Degree +,1957,34,0
763,1,london,Degree +,1963,28,0
764,1,london,GCSE/CSE/OLevel,1945,46,0
765,0,london,ALevel,1948,43,0
766,0,london,ALevel,1946,45,0
767,1,london,ALevel,1945,46,0
768,0,london,GCSE/CSE/OLevel,1971,20,0
769,1,london,GCSE/CSE/OLevel,1974,17,0
770,0,london,None,1942,49,1
771,1,london,GCSE/CSE/OLevel,1946,45,1
772,1,london,GCSE/CSE/OLevel,1971,20,1
773,1,london,None,1920,71,0
774,1,london,None,1928,63,0
775,0,london,GCSE/CSE/OLevel,1930,61,0
776,0,london,ALevel,1932,59,0
777,1,london,None,1930,61,0
778,1,london,None,1950,41,0
779,0,london,None,1948,43,0
780,0,london,GCSE/CSE/OLevel,1973,18,0
781,0,london,GCSE/CSE/OLevel,1974,17,0
782,1,london,Degree +,1947,44,1
783,0,london,ALevel,1954,37,2
784,1,london,GCSE/CSE/OLevel,1961,30,2
785,0,london,None,1944,47,0
786,1,london,None,1947,44,0
787,1,london,GCSE/CSE/OLevel,1974,17,0
788,1,london,GCSE/CSE/OLevel,1941,50,0
789,0,london,GCSE/CSE/OLevel,1938,53,0
790,1,london,GCSE/CSE/OLevel,1973,18,0
791,1,london,None,1948,43,0
792,0,london,GCSE/CSE/OLevel,1949,41,0
793,0,london,None,1975,16,0
794,0,london,None,1944,47,1
795,1,london,GCSE/CSE/OLevel,1947,44,1
796,0,london,ALevel,1969,22,1
797,1,london,GCSE/CSE/OLevel,1974,17,1
798,0,london,None,1913,78,0
799,1,london,None,1916,75,0
800,0,london,GCSE/CSE/OLevel,1967,24,0
801,1,london,GCSE/CSE/OLevel,1968,23,0
802,0,london,Degree +,1949,42,3
803,1,london,None,1951,39,3
804,0,london,ALevel,1948,43,0
805,1,london,Degree +,1950,41,0
806,1,london,Degree +,1952,39,1
807,0,london,None,1931,60,0
808,1,london,GCSE/CSE/OLevel,1936,54,0
809,1,london,ALevel,1952,39,2
810,0,london,ALevel,1955,36,2
811,1,london,GCSE/CSE/OLevel,1960,31,1
812,0,london,GCSE/CSE/OLevel,1966,25,1
813,0,london,None,1961,30,0
814,1,london,GCSE/CSE/OLevel,1958,33,2
815,0,london,None,1929,62,0
816,1,london,None,1933,58,0
817,1,london,None,1950,41,0
818,0,london,Degree +,1964,26,0
819,1,london,Degree +,1966,25,0
820,0,london,None,1932,59,0
821,1,london,GCSE/CSE/OLevel,1932,59,0
822,0,london,ALevel,1961,30,0
823,1,london,Degree +,1962,29,0
824,0,london,None,1924,67,0
825,1,london,None,1925,66,0
826,0,london,None,1931,60,0
827,1,london,None,1932,59,0
828,1,london,None,1910,81,0
829,1,london,None,1939,51,0
830,0,london,None,1923,67,0
831,1,london,None,1925,65,0
832,0,london,NA,1934,57,0
833,1,london,None,1936,55,0
834,1,london,None,1917,74,0
835,0,london,None,1913,78,0
836,1,london,None,1944,47,0
837,1,london,None,1914,77,0
838,1,london,None,1917,74,0
839,0,london,None,1919,72,0
840,0,london,NA,1937,54,0
841,1,london,GCSE/CSE/OLevel,1938,53,0
842,0,london,ALevel,1955,35,0
843,1,london,ALevel,1969,22,0
844,0,london,Degree +,1925,66,0
845,1,london,None,1921,70,0
846,1,london,None,1916,75,0
847,0,london,ALevel,1957,33,2
848,1,london,ALevel,1960,31,2
849,0,london,None,1932,59,0
850,1,london,None,1937,54,0
851,1,london,Degree +,1960,31,0
852,1,london,Degree +,1968,23,0
853,1,london,None,1964,27,0
854,0,london,Degree +,1964,27,0
855,1,london,Degree +,1964,27,0
856,1,london,None,1911,80,0
857,0,london,Degree +,1960,31,0
858,0,london,None,1922,69,0
859,1,london,None,1921,69,0
860,1,london,None,1951,40,2
861,0,london,None,1929,62,0
862,1,london,None,1936,55,0
863,0,london,GCSE/CSE/OLevel,1924,67,0
864,1,london,NA,1930,61,0
865,1,london,GCSE/CSE/OLevel,1948,43,1
866,0,london,NA,1972,19,1
867,0,london,ALevel,1929,62,2
868,1,london,None,1966,25,2
869,1,london,GCSE/CSE/OLevel,1968,23,1
870,0,london,ALevel,1919,72,0
871,1,london,None,1925,66,0
872,1,london,None,1941,50,0
873,0,london,None,1971,20,0
874,0,london,GCSE/CSE/OLevel,1972,19,0
875,0,london,None,1957,34,0
876,1,london,Degree +,1965,26,0
877,0,london,None,1926,64,0
878,1,london,None,1932,59,0
879,1,london,GCSE/CSE/OLevel,1954,37,1
880,0,london,None,1943,48,1
881,1,london,GCSE/CSE/OLevel,1946,45,1
882,0,london,GCSE/CSE/OLevel,1971,20,1
883,1,london,GCSE/CSE/OLevel,1973,18,1
884,1,london,ALevel,1959,32,2
885,1,london,GCSE/CSE/OLevel,1950,41,1
886,0,london,NA,1944,47,0
887,1,london,None,1948,43,0
888,1,london,GCSE/CSE/OLevel,1975,16,0
889,0,london,None,1914,77,0
890,1,london,None,1942,49,0
891,1,london,None,1963,28,3
892,0,london,GCSE/CSE/OLevel,1956,35,0
893,0,london,Degree +,1957,34,0
894,0,london,None,1923,68,0
895,1,london,None,1924,67,0
896,0,london,ALevel,1968,23,0
897,1,london,Degree +,1964,29,0
898,1,london,None,1922,69,0
899,1,london,None,1933,58,0
900,0,london,None,1936,55,0
901,0,london,Degree +,1966,24,0
902,0,london,NA,1936,52,1
903,1,london,None,1946,45,1
904,0,london,None,1947,44,2
905,1,london,GCSE/CSE/OLevel,1955,36,2
906,0,london,None,1922,68,0
907,0,london,None,1909,82,0
908,1,london,NA,1915,76,0
909,1,london,None,1941,50,0
910,1,london,ALevel,1935,56,0
911,0,london,None,1947,44,0
912,0,london,None,1922,69,0
913,1,london,None,1937,54,1
914,1,london,None,1960,31,1
915,1,london,NA,1966,25,1
916,0,london,GCSE/CSE/OLevel,1958,32,2
917,1,london,GCSE/CSE/OLevel,1959,32,2
918,1,london,None,1949,42,2
919,0,london,GCSE/CSE/OLevel,1954,37,2
920,0,london,None,1904,87,0
921,1,london,None,1939,52,0
922,1,london,GCSE/CSE/OLevel,1967,24,0
923,1,london,None,1928,63,0
924,0,london,Degree +,1957,34,2
925,1,london,ALevel,1961,30,2
926,1,london,Degree +,1952,39,0
927,0,london,GCSE/CSE/OLevel,1955,36,0
928,1,london,None,1949,42,0
929,0,london,None,1933,58,0
930,1,london,None,1931,59,0
931,1,london,None,1901,90,0
932,1,london,None,1907,84,0
933,1,london,None,1920,71,0
934,0,london,Degree +,1961,30,0
935,1,london,None,1900,91,0
936,0,london,ALevel,1928,63,0
937,1,london,None,1929,62,0
938,0,london,None,1932,59,0
939,1,london,None,1932,58,0
940,1,london,None,1919,72,0
941,1,london,GCSE/CSE/OLevel,1964,27,0
942,1,london,GCSE/CSE/OLevel,1914,77,0
943,1,london,None,1917,74,0
944,0,london,None,1915,76,0
945,1,london,Degree +,1924,67,0
946,0,london,GCSE/CSE/OLevel,1959,32,0
947,1,london,None,1962,28,1
948,0,london,GCSE/CSE/OLevel,1962,29,1
949,0,london,ALevel,1959,32,1
950,1,london,GCSE/CSE/OLevel,1963,27,1
951,1,london,GCSE/CSE/OLevel,1961,30,0
952,0,london,ALevel,1958,32,0
953,0,london,GCSE/CSE/OLevel,1959,32,2
954,1,london,GCSE/CSE/OLevel,1962,29,2
955,1,london,GCSE/CSE/OLevel,1958,33,2
956,0,london,None,1942,49,0
957,1,london,GCSE/CSE/OLevel,1940,51,0
958,1,london,GCSE/CSE/OLevel,1967,24,0
959,1,london,None,1923,68,0
960,0,london,None,1948,43,2
961,1,london,None,1951,40,2
962,1,london,GCSE/CSE/OLevel,1972,19,2
963,1,london,GCSE/CSE/OLevel,1966,25,0
964,1,london,GCSE/CSE/OLevel,1970,21,0
965,0,london,GCSE/CSE/OLevel,1965,26,0
966,1,london,None,1962,29,1
967,0,london,GCSE/CSE/OLevel,1961,29,3
968,1,london,GCSE/CSE/OLevel,1962,29,3
969,1,london,None,1954,37,2
970,1,london,GCSE/CSE/OLevel,1943,48,0
971,0,london,ALevel,1955,36,0
972,0,london,ALevel,1942,49,0
973,1,london,None,1944,47,0
974,0,london,GCSE/CSE/OLevel,1966,25,0
975,0,london,Degree +,1968,23,0
976,1,london,GCSE/CSE/OLevel,1971,20,0
977,1,london,None,1929,62,0
978,0,london,None,1938,53,0
979,1,london,None,1940,51,0
980,1,london,ALevel,1971,20,0
981,0,london,GCSE/CSE/OLevel,1958,33,0
982,1,london,GCSE/CSE/OLevel,1960,30,0
983,0,london,None,1913,78,0
984,1,london,None,1918,73,0
985,0,london,ALevel,1957,34,3
986,1,london,None,1960,31,3
987,0,london,None,1914,76,0
988,1,london,None,1918,73,0
989,1,london,None,1920,71,0
990,1,london,None,1898,93,0
991,0,london,GCSE/CSE/OLevel,1946,44,0
992,1,london,GCSE/CSE/OLevel,1959,32,0
993,0,london,GCSE/CSE/OLevel,1958,33,2
994,1,london,ALevel,1960,31,2
995,0,london,None,1931,60,0
996,1,london,ALevel,1931,59,0
997,0,london,ALevel,1950,41,1
998,1,london,GCSE/CSE/OLevel,1945,46,1
999,0,london,GCSE/CSE/OLevel,1975,16,1
1000,1,london,None,1946,45,0
1001,0,london,ALevel,1972,19,0
1002,1,london,GCSE/CSE/OLevel,1962,29,0
1003,0,london,Degree +,1963,28,0
1004,0,london,None,1937,54,0
1005,1,london,None,1940,51,0
1006,0,london,GCSE/CSE/OLevel,1966,25,0
1007,1,london,GCSE/CSE/OLevel,1960,31,1
1008,0,london,Degree +,1943,48,0
1009,1,london,None,1927,63,0
1010,0,london,NA,1966,24,3
1011,1,london,None,1969,22,3
1012,1,london,GCSE/CSE/OLevel,1950,41,0
1013,0,london,GCSE/CSE/OLevel,1974,17,0
1014,0,london,GCSE/CSE/OLevel,1974,17,0
1015,0,london,Degree +,1963,28,0
1016,0,london,Degree +,1965,26,0
1017,1,london,GCSE/CSE/OLevel,1924,67,0
1018,0,london,None,1925,66,0
1019,0,london,NA,1955,36,1
1020,1,london,Degree +,1960,31,1
1021,1,london,None,1913,77,0
1022,0,london,None,1939,52,0
1023,1,london,None,1943,48,0
1024,1,london,NA,1966,25,0
1025,0,london,None,1969,22,0
1026,1,london,None,1938,53,0
1027,0,london,None,1920,71,0
1028,1,london,None,1932,59,2
1029,1,london,None,1958,33,2
1030,0,london,Degree +,1955,36,0
1031,1,london,Degree +,1963,28,0
1032,1,london,Degree +,1948,43,1
1033,0,london,NA,1958,33,1
1034,1,london,GCSE/CSE/OLevel,1968,23,0
1035,1,london,None,1969,22,0
1036,0,london,ALevel,1967,24,0
1037,1,london,GCSE/CSE/OLevel,1967,24,0
1038,0,london,NA,1963,28,0
1039,1,london,ALevel,1962,29,0
1040,0,london,Degree +,1965,26,0
1041,1,london,Degree +,1965,26,0
1042,0,london,None,1967,24,1
1043,1,london,GCSE/CSE/OLevel,1970,21,1
1044,0,london,None,1960,31,4
1045,1,london,NA,1961,30,4
1046,1,london,None,1948,43,0
1047,0,london,None,1952,39,1
1048,1,london,GCSE/CSE/OLevel,1965,26,2
1049,1,london,None,1972,19,1
1050,0,london,NA,1969,22,1
1051,1,london,ALevel,1962,29,2
1052,0,london,ALevel,1952,39,0
1053,0,london,None,1940,51,0
1054,0,london,None,1959,32,1
1055,1,london,NA,1962,29,1
1056,0,london,None,1947,44,1
1057,1,london,None,1963,38,1
1058,1,london,None,1952,39,0
1059,0,london,ALevel,1949,42,0
1060,1,london,None,1964,27,4
1061,1,london,GCSE/CSE/OLevel,1975,16,1
1062,1,london,NA,1950,41,1
1063,0,london,None,1924,67,0
1064,1,london,None,1925,66,0
1065,1,london,None,1926,65,0
1066,1,london,GCSE/CSE/OLevel,1968,23,1
1067,1,london,GCSE/CSE/OLevel,1944,47,0
1068,1,london,NA,1969,22,0
1069,1,london,NA,1972,19,0
1070,0,london,NA,1973,18,0
1071,0,london,None,1939,52,0
1072,1,london,None,1944,47,0
1073,1,london,None,1918,72,0
1074,0,london,None,1946,45,0
1075,1,london,None,1972,19,1
1076,1,london,None,1929,62,0
1077,1,london,None,1910,80,0
1078,0,london,GCSE/CSE/OLevel,1942,49,0
1079,1,london,Degree +,1962,29,1
1080,0,london,GCSE/CSE/OLevel,1936,55,0
1081,1,london,None,1941,50,0
1082,1,london,GCSE/CSE/OLevel,1967,24,0
1083,0,london,None,1945,45,6
1084,1,london,None,1959,32,6
1085,1,london,None,1951,40,3
1086,1,south east,GCSE/CSE/OLevel,1939,52,0
1087,0,south east,Degree +,1949,42,1
1088,1,south east,NA,1949,42,1
1089,1,south east,None,1921,70,0
1090,0,south east,NA,1922,69,0
1091,0,south east,None,1925,66,0
1092,1,south east,GCSE/CSE/OLevel,1926,65,0
1093,0,south east,Degree +,1944,47,1
1094,0,south east,NA,1910,81,1
1095,1,south east,None,1912,79,1
1096,0,south east,GCSE/CSE/OLevel,1955,36,1
1097,0,south east,GCSE/CSE/OLevel,1952,39,0
1098,0,south east,ALevel,1952,39,0
1099,0,south east,NA,1955,36,2
1100,1,south east,None,1957,34,2
1101,1,south east,None,1921,69,0
1102,1,south east,GCSE/CSE/OLevel,1950,41,2
1103,0,south east,GCSE/CSE/OLevel,1969,22,0
1104,1,south east,GCSE/CSE/OLevel,1967,23,0
1105,0,south east,GCSE/CSE/OLevel,1942,49,0
1106,1,south east,None,1947,44,0
1107,0,south east,ALevel,1922,69,0
1108,1,south east,None,1924,67,0
1109,0,south east,ALevel,1961,30,1
1110,1,south east,GCSE/CSE/OLevel,1962,29,1
1111,1,south east,None,1933,58,0
1112,0,south east,None,1931,59,0
1113,1,south east,None,1937,54,0
1114,0,south east,GCSE/CSE/OLevel,1923,68,1
1115,1,south east,ALevel,1949,42,1
1116,0,south east,NA,1955,36,0
1117,1,south east,Degree +,1957,34,0
1118,1,south east,Degree +,1952,39,0
1119,1,south east,NA,1970,21,0
1120,0,south east,None,1936,55,0
1121,1,south east,None,1940,51,0
1122,1,south east,None,1928,63,0
1123,0,south east,GCSE/CSE/OLevel,1921,69,0
1124,1,south east,Degree +,1910,81,0
1125,0,south east,Degree +,1947,44,3
1126,1,south east,Degree +,1946,45,3
1127,1,south east,GCSE/CSE/OLevel,1973,18,3
1128,1,south east,None,1922,68,0
1129,0,south east,None,1940,50,2
1130,1,south east,GCSE/CSE/OLevel,1946,45,2
1131,0,south east,ALevel,1970,21,2
1132,0,south east,GCSE/CSE/OLevel,1934,57,0
1133,1,south east,None,1936,55,0
1134,0,south east,GCSE/CSE/OLevel,1974,17,0
1135,0,south east,None,1920,71,0
1136,1,south east,None,1919,72,0
1137,0,south east,None,1910,81,0
1138,1,south east,GCSE/CSE/OLevel,1919,72,0
1139,1,south east,GCSE/CSE/OLevel,1917,74,0
1140,0,south east,GCSE/CSE/OLevel,1951,39,2
1141,1,south east,None,1955,36,2
1142,1,south east,GCSE/CSE/OLevel,1973,18,2
1143,0,south east,GCSE/CSE/OLevel,1975,16,2
1144,0,south east,Degree +,1918,73,0
1145,1,south east,ALevel,1920,71,0
1146,0,south east,None,1931,60,0
1147,1,south east,None,1936,55,0
1148,0,south east,NA,1955,36,0
1149,0,south east,Degree +,1928,62,0
1150,1,south east,Degree +,1935,56,0
1151,0,south east,ALevel,1958,33,1
1152,0,south east,None,1975,16,1
1153,0,south east,ALevel,1941,49,1
1154,0,south east,ALevel,1928,63,0
1155,1,south east,None,1931,60,0
1156,0,south east,None,1927,64,0
1157,1,south east,None,1929,62,0
1158,0,south east,ALevel,1971,20,0
1159,0,south east,Degree +,1968,23,0
1160,1,south east,ALevel,1948,43,3
1161,1,south east,GCSE/CSE/OLevel,1949,42,2
1162,1,south east,GCSE/CSE/OLevel,1942,49,0
1163,0,south east,ALevel,1950,41,0
1164,0,south east,ALevel,1943,48,0
1165,1,south east,None,1944,47,0
1166,1,south east,GCSE/CSE/OLevel,1975,16,0
1167,1,south east,None,1958,33,3
1168,1,south east,None,1929,61,0
1169,0,south east,Degree +,1933,58,0
1170,0,south east,None,1937,54,0
1171,1,south east,None,1940,51,0
1172,0,south east,GCSE/CSE/OLevel,1949,42,1
1173,1,south east,None,1941,50,0
1174,0,south east,Degree +,1943,48,0
1175,0,south east,GCSE/CSE/OLevel,1973,18,0
1176,0,south east,None,1924,67,0
1177,1,south east,GCSE/CSE/OLevel,1927,64,0
1178,0,london,None,1930,61,0
1179,0,london,ALevel,1948,43,3
1180,1,london,GCSE/CSE/OLevel,1951,40,3
1181,0,london,GCSE/CSE/OLevel,1920,71,0
1182,1,london,Degree +,1952,39,0
1183,1,south east,None,1933,58,0
1184,1,south east,None,1953,38,0
1185,0,south east,None,1954,37,0
1186,0,south east,Degree +,1954,37,2
1187,1,south east,Degree +,1956,35,2
1188,0,south east,Degree +,1948,43,2
1189,1,south east,None,1950,41,2
1190,0,south east,None,1939,52,0
1191,0,south east,NA,1947,44,3
1192,1,south east,None,1948,43,3
1193,0,south east,GCSE/CSE/OLevel,1974,17,3
1194,0,south east,Degree +,1939,52,0
1195,0,london,NA,1944,47,2
1196,1,london,GCSE/CSE/OLevel,1951,40,2
1197,1,south east,None,1902,89,0
1198,1,south east,None,1932,59,0
1199,0,south east,Degree +,1925,66,0
1200,0,south east,NA,1964,27,0
1201,1,south east,Degree +,1951,40,3
1202,0,south east,Degree +,1946,45,3
1203,1,south east,GCSE/CSE/OLevel,1934,56,0
1204,0,south east,None,1927,64,0
1205,1,south east,Degree +,1949,42,1
1206,0,south east,Degree +,1952,39,1
1207,0,south east,ALevel,1948,43,0
1208,0,south east,GCSE/CSE/OLevel,1912,79,0
1209,1,south east,None,1921,70,0
1210,1,south east,None,1915,76,0
1211,1,south east,None,1913,78,0
1212,1,south east,None,1912,79,0
1213,0,south east,ALevel,1920,70,0
1214,1,south east,None,1926,65,0
1215,0,south east,None,1928,62,0
1216,1,south east,None,1927,64,0
1217,0,south east,Degree +,1949,42,2
1218,1,south east,None,1946,45,2
1219,0,south east,ALevel,1952,39,0
1220,1,south east,GCSE/CSE/OLevel,1949,42,1
1221,0,south east,GCSE/CSE/OLevel,1973,18,1
1222,0,south east,GCSE/CSE/OLevel,1974,17,1
1223,1,south east,None,1936,55,0
1224,1,south east,None,1901,90,0
1225,1,south east,None,1938,53,0
1226,1,south east,None,1912,79,0
1227,0,south east,GCSE/CSE/OLevel,1927,64,0
1228,1,south east,ALevel,1938,53,0
1229,0,south east,GCSE/CSE/OLevel,1926,65,0
1230,1,south east,GCSE/CSE/OLevel,1929,62,0
1231,0,south east,Degree +,1919,72,0
1232,1,south east,None,1923,68,0
1233,0,south east,Degree +,1960,31,0
1234,1,south east,Degree +,1961,30,0
1235,0,south east,Degree +,1954,36,3
1236,1,south east,Degree +,1955,36,3
1237,1,south east,None,1916,75,0
1238,1,south east,None,1915,76,0
1239,0,south east,Degree +,1945,46,1
1240,1,south east,Degree +,1946,45,1
1241,1,south east,GCSE/CSE/OLevel,1907,84,1
1242,0,south east,GCSE/CSE/OLevel,1974,17,1
1243,0,south east,None,1941,50,0
1244,1,south east,None,1946,45,0
1245,0,south east,None,1926,65,0
1246,1,south east,GCSE/CSE/OLevel,1962,29,0
1247,0,south east,NA,1924,67,0
1248,1,south east,None,1930,61,0
1249,0,south east,NA,1939,52,0
1250,1,south east,None,1942,49,0
1251,0,south east,NA,1966,24,0
1252,0,south east,None,1942,49,0
1253,1,south east,None,1941,50,0
1254,0,south east,GCSE/CSE/OLevel,1952,39,1
1255,1,south east,Degree +,1957,34,1
1256,0,south east,NA,1917,74,0
1257,1,south east,None,1926,65,0
1258,0,south east,ALevel,1958,33,2
1259,1,south east,GCSE/CSE/OLevel,1962,29,2
1260,0,south east,NA,1953,38,0
1261,1,south east,GCSE/CSE/OLevel,1960,31,0
1262,0,south east,NA,1937,54,0
1263,1,south east,NA,1937,54,0
1264,0,south east,GCSE/CSE/OLevel,1972,19,0
1265,0,south east,None,1930,61,0
1266,1,south east,None,1936,55,0
1267,0,south east,None,1962,28,2
1268,1,south east,GCSE/CSE/OLevel,1961,30,2
1269,1,south east,None,1931,60,0
1270,0,south east,GCSE/CSE/OLevel,1927,64,0
1271,0,south east,ALevel,1941,50,0
1272,0,south east,GCSE/CSE/OLevel,1972,19,0
1273,0,south east,ALevel,1944,47,0
1274,1,south east,GCSE/CSE/OLevel,1945,46,0
1275,1,south east,ALevel,1969,22,0
1276,0,south east,NA,1909,82,0
1277,1,south east,Degree +,1906,85,0
1278,1,south east,None,1928,63,0
1279,0,south east,NA,1952,39,0
1280,0,south east,GCSE/CSE/OLevel,1945,46,1
1281,1,south east,GCSE/CSE/OLevel,1948,43,1
1282,0,south east,GCSE/CSE/OLevel,1975,16,1
1283,0,south east,GCSE/CSE/OLevel,1946,45,0
1284,0,south east,None,1939,51,0
1285,1,south east,None,1941,50,0
1286,0,south east,GCSE/CSE/OLevel,1965,26,0
1287,0,south east,NA,1921,70,0
1288,1,south east,None,1929,62,0
1289,0,south east,NA,1957,34,0
1290,0,south east,NA,1958,33,0
1291,0,south east,None,1963,28,0
1292,0,south east,NA,1966,25,0
1293,0,south east,None,1967,24,0
1294,1,south east,None,1950,41,2
1295,1,south east,Degree +,1922,69,0
1296,0,south east,Degree +,1961,30,0
1297,1,south east,ALevel,1941,50,0
1298,0,south east,GCSE/CSE/OLevel,1929,62,0
1299,1,south east,Degree +,1929,62,0
1300,0,south east,None,1938,53,0
1301,1,south east,None,1944,47,0
1302,1,south east,GCSE/CSE/OLevel,1969,22,0
1303,0,south east,None,1971,20,0
1304,1,south east,GCSE/CSE/OLevel,1973,18,0
1305,1,south east,None,1910,81,0
1306,0,south east,GCSE/CSE/OLevel,1947,44,1
1307,1,south east,GCSE/CSE/OLevel,1949,42,1
1308,0,south east,GCSE/CSE/OLevel,1959,32,0
1309,1,south east,Degree +,1933,58,0
1310,0,south east,GCSE/CSE/OLevel,1936,55,0
1311,0,south east,GCSE/CSE/OLevel,1921,70,0
1312,1,south east,GCSE/CSE/OLevel,1923,68,0
1313,0,south east,GCSE/CSE/OLevel,1949,42,2
1314,1,south east,GCSE/CSE/OLevel,1951,40,2
1315,1,south east,ALevel,1973,18,2
1316,1,south east,GCSE/CSE/OLevel,1974,16,2
1317,0,south east,None,1941,50,2
1318,1,south east,GCSE/CSE/OLevel,1955,36,2
1319,0,south east,None,1922,69,0
1320,1,south east,None,1923,68,0
1321,1,south east,GCSE/CSE/OLevel,1916,75,0
1322,0,south east,GCSE/CSE/OLevel,1948,43,3
1323,1,south east,GCSE/CSE/OLevel,1950,41,3
1324,0,east of england,GCSE/CSE/OLevel,1953,38,3
1325,1,east of england,GCSE/CSE/OLevel,1958,33,3
1326,0,east of england,None,1950,41,2
1327,1,east of england,GCSE/CSE/OLevel,1951,40,2
1328,0,east of england,GCSE/CSE/OLevel,1973,18,2
1329,1,east of england,GCSE/CSE/OLevel,1975,16,2
1330,1,east of england,GCSE/CSE/OLevel,1948,43,0
1331,0,east of england,None,1932,59,0
1332,1,east of england,None,1934,57,0
1333,0,east of england,None,1957,34,3
1334,1,east of england,GCSE/CSE/OLevel,1959,32,3
1335,0,east of england,GCSE/CSE/OLevel,1958,33,0
1336,1,east of england,GCSE/CSE/OLevel,1962,29,0
1337,0,east of england,Degree +,1917,74,0
1338,0,east of england,None,1930,61,0
1339,1,east of england,Degree +,1932,59,0
